V1,V2,V3,V4,,,,,
0.986486486,0.881499356,0.119268679,0.931042605,,,,,
0.936036036,0.856499356,0.157110864,0.894503133,,,,,
0.99009009,0.853828829,0.146506715,0.916924767,,,,,
0.90990991,0.668758044,0.34327461,0.770915214,,,,,
0.837837838,0.657271557,0.379156106,0.736651087,,,,,
0.922522523,0.733848134,0.277199522,0.817439538,,,,,
0.900900901,0.676158301,0.338665141,0.77251586,,,,,
0.882882883,0.662258687,0.357471137,0.756819789,,,,,
0.896396396,0.682528958,0.333948453,0.774978369,,,,,
0.913513514,0.76521879,0.250204174,0.832816172,,,,,
0.869369369,0.659362934,0.364825948,0.749941552,,,,,
0.918918919,0.758011583,0.255210767,0.830745441,,,,,
0.851351351,0.61036036,0.417031737,0.71098988,,,,,
0.943693694,0.801254826,0.206567288,0.86666067,,,,,
0.966216216,0.799227799,0.203594746,0.874824524,,,,,
0.972972973,0.79514157,0.20663358,0.87511441,,,,,
0.972972973,0.768500644,0.233071689,0.858732913,,,,,
0.972972973,0.785392535,0.216302622,0.86917732,,,,,
0.944337194,0.801190476,0.206454777,0.866894268,,,,,
0.95045045,0.796685972,0.209264789,0.866801849,,,,,
0.977477477,0.902863578,0.099713332,0.938690149,,,,,
0.918918919,0.782046332,0.232546647,0.844975721,,,,,
0.972972973,0.778667954,0.222976086,0.865043586,,,,,
