"basee","base2"
686.065407301994,989.783160840054
691.183401114411,997.166865132528
696.307365093814,1004.55918255531
701.437263808737,1011.96006199159
706.573062245788,1019.36945292773
711.71472580229,1026.78730544261
716.862220279104,1034.21357019731
722.015511873601,1041.64819842495
727.174567172816,1049.0911419208
732.339353146739,1056.54235303263
737.509837141778,1064.00178465127
742.685986874351,1071.46939020135
747.867770424643,1078.94512363232
753.055156230484,1086.42893940958
758.248113081374,1093.92079250591
763.44661011264,1101.420638393
768.650616799717,1108.92843303319
773.860102952558,1116.44413287148
779.075038710167,1123.96769482754
784.295394535246,1131.49907628805
789.521141208959,1139.03823509916
794.752249825813,1146.58512955905
799.988691788643,1154.13971841073
805.230438803703,1161.70196083495
810.477462875864,1169.27181644328
815.72973630391,1176.84924527131
820.987231675938,1184.43420777203
826.249921864843,1192.0266648093
831.517780023906,1199.62657765149
836.79077958247,1207.23390796524
842.0688942417,1214.84861780935
847.352097970438,1222.47066962881
852.640365001133,1230.10002624889
857.933669825857,1237.73665086943
863.231987192405,1245.38050705921
868.535292100465,1253.03155875039
873.843559797866,1260.68977023314
879.156765776907,1268.35510615032
884.474885770752,1276.0275314923
889.79789574989,1283.7070115918
895.12577191868,1291.39351211898
900.458490711945,1299.08699907648
905.796028791646,1306.78743879462
911.138363043611,1314.49479792671
916.485470574329,1322.20904344437
921.837328707805,1329.93014263308
927.193914982477,1337.65806308764
932.555207148186,1345.39277270787
937.921183163208,1353.13423969427
943.291821191336,1360.88243254386
948.66709959902,1368.63732004602
954.04699695256,1376.39887127847
959.431492015349,1384.16705560324
964.820563745166,1391.94184266284
970.214191291518,1399.72320237637
975.612353993036,1407.51110493576
981.015031374908,1415.30552080211
986.422203146368,1423.10642070203
991.833849198224,1430.91377562409
997.249949600428,1438.72755681531
1002.6704845997,1446.54773577772
1008.09543461718,1454.37428426501
1013.52478024614,1462.20717427918
1018.95850224969,1470.04637806727
1024.39658155861,1477.89186811822
1029.83899926914,1485.74361715963
1035.2857366408,1493.60159815476
1040.73677509437,1501.46578429942
1046.19209620973,1509.336149019
1051.65168172387,1517.21266596556
1057.1155135289,1525.09530901493
1062.58357367003,1532.98405226382
1068.0558443437,1540.87887002713
1073.53230789563,1548.77973683511
1079.01294681898,1556.68662743072
1084.49774375247,1564.59951676695
1089.98668147862,1572.51838000423
1095.47974292196,1580.44319250783
1100.97691114726,1588.37392984539
1106.4781693578,1596.3105677844
1111.98350089373,1604.25308228974
1117.49288923036,1612.20144952132
1123.00631797653,1620.15564583171
1128.52377087299,1628.11564776378
1134.04523179085,1636.08143204844
1139.57068472999,1644.05297560239
1145.1001138175,1652.03025552589
1150.63350330622,1660.01324910058
1156.17083757324,1668.00193378735
1161.7121011184,1675.99628722421
1167.25727856288,1683.99628722421
1172.80635464778,1692.00191177341
1178.3593142327,1700.01313902883
1183.9161422944,1708.02994731652
1189.47682392541,1716.05231512955
1195.04134433274,1724.08022112612
1200.6096888365,1732.11364412765
1206.18184286867,1740.15256311695
1211.75779197182,1748.1969572363
1217.33752179781,1756.24680578575
1222.92101810659,1764.30208822126
1228.50826676499,1772.36278415294
1234.0992537455,1780.4288733434
1239.6939651251,1788.50033570596
1245.2923870841,1796.57715130301
1250.89450590498,1804.65930034436
1256.50030797128,1812.74676318561
1262.10977976646,1820.83952032653
1267.72290787285,1828.93755240949
1273.33967897052,1837.04084021791
1278.96007983623,1845.14936467468
1284.58409734242,1853.26310684073
1290.21171845611,1861.38204791346
1295.84293023793,1869.50616922529
1301.4777198411,1877.63545224223
1307.11607451044,1885.76987856245
1312.75798158137,1893.90942991485
1318.40342847902,1902.05408815768
1324.05240271718,1910.20383527719
1329.70489189745,1918.35865338624
1335.36088370827,1926.51852472302
1341.02036592403,1934.68343164969
1346.68332640416,1942.85335665113
1352.34975309227,1951.02828233364
1358.01963401525,1959.20819142365
1363.69295728243,1967.39306676656
1369.36971108469,1975.58289132544
1375.04988369371,1983.77764817986
1380.73346346105,1991.9773205247
1386.42043881739,2000.18189166895
1392.11079827171,2008.39134503458
1397.80453041052,2016.60566415538
1403.50162389702,2024.82483267584
1409.20206747041,2033.04883435004
1414.90584994507,2041.27765304053
1420.61296020982,2049.51127271729
1426.32338722719,2057.74967745662
1432.0371200327,2065.99285144009
1437.75414773411,2074.24077895353
1443.47445951072,2082.49344438598
1449.19804461267,2090.75083222868
1454.92489236026,2099.01292707405
1460.65499214323,2107.27971361474
1466.38833342013,2115.55117664265
1472.12490571761,2123.82730104792
1477.86469862979,2132.10807181805
1483.6077018176,2140.39347403691
1489.35390500814,2148.68349288385
1495.10329799404,2156.97811363274
1500.85587063287,2165.27732165112
1506.61161284646,2173.5811023993
1512.37051462033,2181.88944142944
1518.13256600311,2190.20232438472
1523.8977571059,2198.51973699849
1529.66607810169,2206.84166509338
1535.43751922482,2215.1680945805
1541.21207077037,2223.49901145861
1546.98972309359,2231.83440181331
1552.77046660938,2240.17425181619
1558.55429179171,2248.51854772411
1564.34118917308,2256.86727587834
1570.13114934398,2265.22042270384
1575.92416295236,2273.57797470846
1581.72022070313,2281.93991848219
1587.51931335759,2290.30624069644
1593.32143173296,2298.67692810324
1599.12656670188,2307.05196753459
1604.93470919186,2315.43134590166
1610.74585018484,2323.81505019414
1616.55998071666,2332.20306747948
1622.37709187662,2340.59538490226
1628.19717480698,2348.99198968344
1634.02022070246,2357.39286911972
1639.84622080984,2365.79801058286
1645.67516642745,2374.207401519
1651.50704890473,2382.62102944802
1657.3418596418,2391.03888196291
1663.17959008896,2399.46094672908
1669.02023174634,2407.88721148378
1674.86377616337,2416.31766403545
1680.71021493843,2424.75229226309
1686.55953971837,2433.19108411566
1692.41174219815,2441.63402761151
1698.26681412035,2450.08111083772
1704.12474727483,2458.53232194955
1709.9855334983,2466.98764916986
1715.8491646739,2475.4470807885
1721.71563273083,2483.91060516177
1727.58492964396,2492.37821071185
1733.45704743344,2500.84988592624
1739.33197816429,2509.32561935721
1745.20971394607,2517.80539962124
1751.09024693247,2526.2892153985
1756.97356932096,2534.77705543233
1762.85967335241,2543.26890852866
1768.74855131074,2551.76476355554
1774.64019552257,2560.26460944263
1780.53459835683,2568.76843518062
1786.43175222447,2577.27622982082
1792.33164957805,2585.78798247459
1798.23428291145,2594.30368231287
1804.13964475951,2602.82331856571
1810.04772769768,2611.34688052177
1815.95852434172,2619.87435752783
1821.87202734736,2628.40573898835
1827.78822940996,2636.94101436497
1833.70712326424,2645.48017317608
1839.62870168388,2654.02320499633
1845.55295748129,2662.57009945622
1851.47988350727,2671.1208462416
1857.40947265066,2679.67543509328
1863.3417178381,2688.23385580655
1869.27661203372,2696.79609823077
1875.2141482388,2705.36215226894
1881.15431949153,2713.93200787727
1887.09711886665,2722.50565506477
1893.04253947526,2731.0830838928
1898.99057446444,2739.66428447473
1904.94121701703,2748.24924697545
1910.89446035131,2756.83796161103
1916.85029772078,2765.4304186483
1922.80872241381,2774.02660840444
1928.76972775343,2782.62652124663
1934.73330709705,2791.23014759162
1940.69945383617,2799.83747790536
1946.66816139616,2808.44850270267
1952.63942323595,2817.06321254679
1958.61323284782,2825.68159804905
1964.58958375712,2834.3036498685
1970.56846952202,2842.92935871157
1976.54988373327,2851.55871533165
1982.53382001396,2860.19171052879
1988.52027201925,2868.82833514933
1994.50923343613,2877.46858008556
2000.50069798324,2886.11243627533
2006.49465941055,2894.75989470178
2012.49111149917,2903.41094639296
2018.49004806112,2912.06558242149
2024.49146293908,2920.72379390424
2030.49535000618,2929.38557200202
2036.50170316578,2938.0509079192
2042.51051635123,2946.71979290347
2048.52178352563,2955.39221824544
2054.53549868167,2964.06817527838
2060.55165584137,2972.74765537789
2066.57024905587,2981.43064996157
2072.59127240522,2990.11715048875
2078.61471999818,2998.80714846017
2084.640585972,3007.50063541767
2090.66886449224,3016.1976029439
2096.6995497525,3024.89804266205
2102.7326359743,3033.60194623549
2108.76811740682,3042.30930536757
2114.80598832674,3051.02011180127
2120.84624303802,3059.73435731894
2126.8888758717,3068.452033742
2132.93388118574,3077.17313293071
2138.98125336479,3085.89764678383
2145.03098682002,3094.62556723839
2151.08307598894,3103.35688626942
2157.13751533521,3112.09159588964
2163.19429934844,3120.82968814926
2169.25342254402,3129.57115513566
2175.31487946295,3138.31598897316
2181.37866467164,3147.06418182275
2187.44477276174,3155.81572588184
2193.51319834998,3164.57061338401
2199.58393607799,3173.32883659873
2205.65698061209,3182.09038783118
2211.73232664318,3190.85525942191
2217.80996888652,3199.62344374669
2223.88990208162,3208.39493321619
2229.972120992,3217.16972027579
2236.05662040507,3225.94779740533
2242.14339513198,3234.72915711885
2248.23244000743,3243.51379196441
2254.32374988951,3252.3016945238
2260.41731965955,3261.09285741236
2266.51314422199,3269.88727327871
2272.61121850415,3278.68493480456
2278.71153745617,3287.48583470448
2284.81409605079,3296.28996572566
2290.9188892832,3305.09732064772
2297.02591217094,3313.90789228246
2303.13515975371,3322.72167347368
2309.24662709321,3331.53865709694
2315.36030927304,3340.35883605935
2321.47620139853,3349.1822032994
2327.59429859657,3358.00875178669
2333.71459601552,3366.83847452177
2339.83708882503,3375.67136453594
2345.96177221593,3384.507414891
2352.08864140004,3393.34661867909
2358.2176916101,3402.18896902251
2364.34891809959,3411.03445907345
2370.48231614258,3419.88308201388
2376.61788103366,3428.7348310553
2382.75560808775,3437.58969943856
2388.89549263998,3446.44768043368
2395.03753004556,3455.30876733968
2401.18171567969,3464.17295348433
2407.32804493736,3473.04023222404
2413.47651323328,3481.91059694363
2419.62711600172,3490.78404105614
2425.77984869643,3499.66055800271
2431.93470679044,3508.54014125232
2438.09168577603,3517.42278430168
2444.25078116452,3526.30848067502
2450.41198848622,3535.19722392392
2456.57530329025,3544.08900762714
2462.74072114448,3552.98382539045
2468.90823763537,3561.88167084645
2475.07784836786,3570.78253765443
2481.24954896527,3579.68641950017
2487.42333506917,3588.59331009578
2493.59920233928,3597.50320317955
2499.77714645333,3606.41609251578
2505.95716310698,3615.33197189461
2512.1392480137,3624.25083513189
2518.32339690464,3633.17267606896
2524.50960552854,3642.09748857257
2530.69786965162,3651.02526653465
2536.88818505747,3659.95600387221
2543.08054754695,3668.88969452717
2549.27495293805,3677.82633246617
2555.47139706585,3686.76591168048
2561.66987578234,3695.70842618582
2567.87038495638,3704.6538700222
2574.07292047357,3713.60223725378
2580.27747823614,3722.55352196875
2586.48405416286,3731.50771827914
2592.69264418896,3740.4648203207
2598.90324426599,3749.42482225277
2605.11585036174,3758.38771825811
2611.33045846016,3767.35350254277
2617.54706456124,3776.32216933596
2623.76566468094,3785.29371288991
2629.98625485104,3794.26812747972
2636.20883111911,3803.24540740322
2642.43338954838,3812.22554698086
2648.65992621767,3821.20854055555
2654.88843722126,3830.19438249256
2661.11891866884,3839.18306717933
2667.35136668539,3848.1745890254
2673.58577741111,3857.16894246226
2679.82214700131,3866.1661219432
2686.06047162635,3875.1661219432
2692.30074747152,3884.16893695881
2698.54297073698,3893.174561508
2704.78713763764,3902.18299013007
2711.03324440312,3911.1942173855
2717.28128727763,3920.20823785581
2723.53126251989,3929.2250461435
2729.78316640306,3938.24463687185
2736.03699521463,3947.26700468488
2742.29274525639,3956.29214424716
2748.55041284427,3965.32005024373
2754.80999430833,3974.35071737998
2761.07148599266,3983.38414038152
2767.33488425525,3992.42031399407
2773.60018546798,4001.45923298336
2779.86738601653,4010.500892135
2786.13648230023,4019.54528625436
2792.40747073209,4028.59241016647
2798.68034773864,4037.64225871592
2804.95510975988,4046.69482676673
2811.23175324922,4055.75010920223
2817.51027467339,4064.80810092499
2823.79067051235,4073.86879685667
2830.07293725924,4082.93219193796
2836.35707142031,4091.99828112842
2842.64306951482,4101.0670594064
2848.93092807498,4110.13852176896
2855.22064364589,4119.21266323171
2861.51221278545,4128.28947882876
2867.8056320643,4137.36896361259
2874.10089806574,4146.45111265395
2880.39800738567,4155.53592104175
2886.69695663253,4164.623383883
2892.99774242719,4173.71349630266
2899.30036140293,4182.80625344358
2905.60481020536,4191.90165046638
2911.9110854923,4200.99968254934
2918.21918393381,4210.10034488834
2924.52910221204,4219.20363269676
2930.84083702119,4228.30954120533
2937.15438506747,4237.4180656621
2943.46974306899,4246.52920133234
2949.78690775574,4255.64294349839
2956.10587586949,4264.75928745963
2962.42664416374,4273.87822853235
2968.74920940366,4282.99976204969
2975.07356836605,4292.12388336152
2981.3997178392,4301.25058783436
2987.72765462293,4310.37987085131
2994.05737552845,4319.51172781192
3000.38887737835,4328.64615413214
3006.72215700649,4337.78314524422
3013.05721125798,4346.92269659662
3019.39403698913,4356.06480365392
3025.73263106733,4365.20946189675
3032.07299037106,4374.35666682169
3038.41511178978,4383.5064139412
3044.75899222391,4392.6586987835
3051.10462858474,4401.81351689256
3057.45201779439,4410.97086382792
3063.80115678577,4420.1307351647
3070.15204250249,4429.29312649345
3076.50467189881,4438.45803342013
3082.8590419396,4447.62545156596
3089.2151496003,4456.7953765674
3095.57299186681,4465.96780407605
3101.93256573548,4475.14272975855
3108.29386821305,4484.32014929654
3114.65689631659,4493.50005838655
3121.02164707345,4502.68245273996
3127.38811752118,4511.86732808287
3133.75630470753,4521.05468015607
3140.12620569036,4530.24450471495
3146.49781753759,4539.43679752942
3152.87113732717,4548.63155438384
3159.24616214699,4557.82877107695
3165.62288909489,4567.02844342179
3172.00131527854,4576.23056724562
3178.38143781544,4585.43513838987
3184.76325383285,4594.64215271004
3191.14676046773,4603.85160607567
3197.53195486673,4613.06349437022
3203.91883418609,4622.27781349102
3210.30739559164,4631.49455934921
3216.6976362587,4640.71372786968
3223.0895533721,4649.93531499094
3229.48314412605,4659.15931666514
3235.87840572416,4668.38572885793
3242.27533537938,4677.61454754842
3248.67393031392,4686.84576872914
3255.07418775922,4696.0793884059
3261.47610495595,4705.3154025978
3267.87967915389,4714.55380733712
3274.28490761192,4723.79459866928
3280.69178759799,4733.03777265276
3287.10031638905,4742.28332535901
3293.51049127101,4751.53125287246
3299.92230953872,4760.78155129036
3306.33576849589,4770.03421672281
3312.75086545506,4779.28924529263
3319.16759773757,4788.54663313532
3325.58596267351,4797.80637639901
3332.00595760166,4807.06847124439
3338.42757986946,4816.33291384461
3344.850826833,4825.59970038531
3351.2756958569,4834.86882706446
3357.70218431436,4844.14029009236
3364.13028958704,4853.41408569157
3370.56000906508,4862.69021009685
3376.99134014702,4871.96865955507
3383.42428023975,4881.2494303252
3389.85882675854,4890.53251867822
3396.29497712691,4899.81792089709
3402.73272877665,4909.10563327664
3409.17207914775,4918.39565212357
3415.61302568838,4927.68797375637
3422.05556585485,4936.98259450526
3428.49969711155,4946.27951071214
3434.94541693094,4955.57871873053
3441.39272279348,4964.88021492551
3447.84161218762,4974.18399567369
3454.29208260977,4983.49005736312
3460.7441315642,4992.79839639326
3467.1977565631,5002.10900917492
3473.65295512644,5011.4218921302
3480.10972478201,5020.73704169246
3486.56806306536,5030.05445430622
3493.02796751973,5039.37412642717
3499.48943569609,5048.69605452205
3505.95246515301,5058.02023506867
3512.4170534567,5067.3466645558
3518.88319818093,5076.67533948312
3525.35089690704,5086.00625636124
3531.82014722383,5095.33941171155
3538.29094672762,5104.67480206624
3544.76329302212,5114.01242396824
3551.23718371847,5123.35227397112
3557.71261643517,5132.69434863912
3564.18958879806,5142.03864454703
3570.66809844027,5151.3851582802
3577.1481430022,5160.73388643443
3583.62972013148,5170.08482561598
3590.11282748293,5179.43797244148
3596.59746271857,5188.7933235379
3603.08362350751,5198.15087554252
3609.571307526,5207.51062510284
3616.06051245732,5216.87256887658
3622.55123599183,5226.23670353158
3629.04347582685,5235.60302574583
3635.5372296667,5244.97153220734
3642.03249522263,5254.34221961415
3648.52927021282,5263.71508467426
3655.0275523623,5273.0901241056
3661.52733940295,5282.46733463599
3668.02862907349,5291.84671300306
3674.53141911941,5301.22825595425
3681.03570729295,5310.61196024672
3687.54149135307,5319.99782264736
3694.04876906546,5329.38583993271
3700.55753820243,5338.77600888891
3707.06779654295,5348.16832631169
3713.5795418726,5357.5627890063
3720.09277198351,5366.95939378748
3726.60748467438,5376.35813747942
3733.12367775043,5385.7590169157
3739.64134902334,5395.16202893928
3746.16049631128,5404.56717040241
3752.68111743884,5413.97443816666
3759.20321023701,5423.3838291028
3765.72677254316,5432.79534009081
3772.251802201,5442.20896801983
3778.77829706057,5451.62470978812
3785.30625497819,5461.04256230301
3791.83567381646,5470.46252248086
3798.36655144418,5479.88458724703
3804.8988857364,5489.30875353585
3811.43267457434,5498.73501829055
3817.96791584535,5508.16337846325
3824.50460744294,5517.59383101492
3831.04274726671,5527.02637291531
3837.58233322233,5536.46100114294
3844.12336322152,5545.89771268508
3850.66583518202,5555.33650453766
3857.20974702759,5564.77737370527
3863.75509668792,5574.22031720112
3870.30188209868,5583.66533204699
3876.85010120145,5593.1124152732
3883.39975194368,5602.56156391857
3889.95083227872,5612.0127750304
3896.50334016576,5621.46604566441
3903.05727356978,5630.92137288472
3909.6126304616,5640.37875376379
3916.16940881775,5649.83818538243
3922.72760662057,5659.29966482971
3929.28722185806,5668.76318920299
3935.84825252396,5678.2287556078
3942.41069661765,5687.69636115788
3948.97455214418,5697.16600297512
3955.53981711422,5706.63767818951
3962.10648954402,5716.11138393913
3968.67456745543,5725.5871173701
3975.24404887585,5735.06487563654
3981.81493183819,5744.54465590057
3988.38721438088,5754.02645533223
3994.96089454784,5763.5102711095
4001.53597038844,5772.9961004182
4008.11243995749,5782.48394045202
4014.69030131521,5791.97378841246
4021.26955252722,5801.46564150879
4027.8501916645,5810.95949695803
4034.4322168034,5820.45535198492
4041.01562602556,5829.95320382187
4047.60041741794,5839.45304970895
4054.1865890728,5848.95488689386
4060.77413908762,5858.45871263185
4067.36306556516,5867.96452418577
4073.95336661335,5877.47231882597
4080.54504034536,5886.9820938303
4087.1380848795,5896.49384648406
4093.73249833925,5906.00757408002
4100.32827885321,5915.5232739183
4106.9254245551,5925.04094330644
4113.52393358372,5934.56057955928
4120.12380408293,5944.082179999
4126.72503420166,5953.60574195506
4133.32762209385,5963.13126276415
4139.93156591845,5972.65873977021
4146.53686383939,5982.18817032436
4153.14351402559,5991.71955178488
4159.75151465089,6001.25288151718
4166.36086389406,6010.7881568938
4172.97155993877,6020.32537529434
4179.58360097361,6029.86453410545
4186.19698519199,6039.4056307208
4192.81171079219,6048.94866254105
4199.42777597732,6058.49362697384
4206.0451789553,6068.04052143373
4212.66391793881,6077.58934334219
4219.28399114534,6087.14009012757
4225.90539679711,6096.69275922509
4232.52813312106,6106.24734807677
4239.15219834886,6115.80385413144
4245.77759071687,6125.36227484471
4252.40430846612,6134.92260767892
4259.03234984229,6144.48485010314
4265.66171309573,6154.04899959313
4272.29239648137,6163.6150536313
4278.92439825877,6173.18300970671
4285.55771669205,6182.75286531504
4292.19235004991,6192.32461795855
4298.8282966056,6201.89826514604
4305.46555463688,6211.47380439287
4312.10412242605,6221.05123322091
4318.74399825988,6230.63054915849
4325.38518042962,6240.21174974042
4332.02766723098,6249.79483250792
4338.67145696413,6259.37979500864
4345.31654793364,6268.9666347966
4351.96293844849,6278.55534943218
4358.61062682205,6288.1459364821
4365.25961137207,6297.73839351937
4371.90989042066,6307.33271812329
4378.56146229425,6316.92890787944
4385.2143253236,6326.5269603796
4391.86847784379,6336.12687322179
4398.52391819416,6345.72864401019
4405.18064471833,6355.33227035518
4411.8386557642,6364.93774987324
4418.49794968389,6374.54508018699
4425.15852483373,6384.15425892513
4431.82037957427,6393.76528372244
4438.48351227026,6403.37815221973
4445.14792129061,6412.99286206385
4451.8136050084,6422.60941090763
4458.48056180083,6432.22779640988
4465.14879004924,6441.84801623539
4471.8182881391,6451.47006805485
4478.48905445995,6461.09394954486
4485.16108740541,6470.71965838793
4491.83438537318,6480.3471922724
4498.50894676499,6489.97654889248
4505.18476998663,6499.60772594818
4511.86185344787,6509.24072114533
4518.54019556253,6518.8755321955
4525.21979474837,6528.51215681604
4531.90064942716,6538.15059273003
4538.58275802461,6547.79083766625
4545.26611897038,6557.43288935918
4551.95073069805,6567.07674554896
4558.63659164512,6576.72240398136
4565.32370025298,6586.36986240782
4572.01205496693,6596.01911858534
4578.70165423611,6605.67017027652
4585.39249651353,6615.32301524952
4592.08458025603,6624.97765127805
4598.7779039243,6634.63407614132
4605.47246598282,6644.29228762408
4612.16826489988,6653.95228351651
4618.86529914755,6663.61406161428
4625.56356720166,6673.27761971849
4632.26306754182,6682.94295563568
4638.96379865137,6692.61006717775
4645.66575901738,6702.27895216202
4652.36894713062,6711.94960841114
4659.07336148558,6721.62203375311
4665.77900058044,6731.29622602126
4672.48586291704,6740.9721830542
4679.1939470009,6750.64990269584
4685.90325134115,6760.32938279534
4692.61377445061,6770.01062120712
4699.32551484566,6779.6936157908
4706.03847104634,6789.37836441123
4712.75264157625,6799.06486493841
4719.46802496258,6808.75311524754
4726.18461973611,6818.44311321896
4732.90242443113,6828.13485673813
4739.62143758551,6837.82834369563
4746.34165774065,6847.52357198713
4753.06308344144,6857.22053951336
4759.7857132363,6866.91924418013
4766.50954567712,6876.61968389827
4773.23457931928,6886.32185658364
4779.96081272164,6896.02576015708
4786.68824444649,6905.73139254444
4793.41687305958,6915.43875167652
4800.14669713007,6925.14783548908
4806.87771523055,6934.85864192277
4813.60992593702,6944.57116892321
4820.34332782885,6954.28541444088
4827.07791948883,6964.00137643114
4833.81369950307,6973.7190528542
4840.55066646107,6983.43844167514
4847.28881895567,6993.15954086385
4854.02815558303,7002.88234839502
4860.76867494263,7012.60686224814
4867.51037563728,7022.33308040747
4874.25325627308,7032.06100086204
4880.99731545939,7041.79062160559
4887.74255180887,7051.52194063661
4894.48896393744,7061.2549559583
4901.23655046427,7070.98966557853
4907.98531001177,7080.72606750984
4914.73524120555,7090.46415976946
4921.48634267449,7100.20394037924
4928.23861305063,7109.94540736564
4934.99205096923,7119.68855875975
4941.74665506872,7129.43339259725
4948.5024239907,7139.17990691839
4955.25935637995,7148.92809976798
4962.01745088438,7158.67796919538
4968.77670615504,7168.42951325446
4975.53712084612,7178.18273000364
4982.29869361493,7187.93761750581
4989.06142312186,7197.69417382833
4995.82530803042,7207.45239704306
5002.5903470072,7217.21228522628
5009.35653872186,7226.97383645872
5016.12388184713,7236.73704882554
5022.89237505878,7246.50192041628
5029.66201703563,7256.26844932487
5036.43280645954,7266.03663364965
5043.20474201538,7275.80647149328
5049.97782239103,7285.57796096278
5056.75204627739,7295.3511001695
5063.52741236833,7305.1258872291
5070.3039193607,7314.90232026155
5077.08156595434,7324.68039739108
5083.86035085202,7334.46011674623
5090.64027275949,7344.24147645975
5097.42133038543,7354.02447466867
5104.20352244144,7363.80910951423
5110.98684764204,7373.59537914188
5117.77130470468,7383.38328170127
5124.55689234968,7393.17281534624
5131.34360930029,7402.96397823479
5138.1314542826,7412.7567685291
5144.92042602559,7422.55118439545
5151.71052326111,7432.34722400428
5158.50174472383,7442.14488553013
5165.2940891513,7451.94416715165
5172.08755528388,7461.74506705157
5178.88214186476,7471.54758341669
5185.67784763993,7481.35171443788
5192.47467135821,7491.15745831003
5199.27261177118,7500.96481323209
